Word,Upper,BE_TWord,AM_TWord,RatperWord,AoAestimate,SD,min,max,unknown,AoALikert,SDLikert,minLikert,maxLikert
Bedeutung,BEDEUTUNG,meaning,meaning,10,5.90,1.45,4,8,0,3.10,0.74,2,4
bedienen,BEDIENEN,serve,serve,19,6.21,2.20,3,10,0,3.21,1.08,2,5
Bedingung,BEDINGUNG,prerequisite,prerequisite,14,9.00,2.18,6,13,0,4.79,1.05,3,7
bedürfen,BEDÜRFEN,require,require,14,12.00,3.46,7,20,0,5.86,1.23,4,7
Bedürfnis,BEDÜRFNIS,need,need,10,9.00,4.47,5,20,0,4.50,1.35,3,7
beenden,BEENDEN,finish ,finish ,24,5.54,2.04,3,10,0,2.96,1.04,2,5
befallen,BEFALLEN,infest,infest,17,8.12,2.89,4,13,0,4.24,1.48,2,7
befangen,BEFANGEN,inhibited,inhibited,17,10.65,3.89,6,20,0,5.24,1.52,3,7
Befehl,BEFEHL,command,command,27,6.72,2.48,3,14,0,3.63,1.15,2,7
befreien,BEFREIEN,free,free,24,6.00,2.34,2,12,0,3.13,1.15,1,6
Befugnis,BEFUGNIS,authorisation,authorization,17,9.94,2.49,7,16,0,5.12,1.05,4,7
Befund,BEFUND,finding,finding,25,9.80,3.80,4,18,0,4.84,1.52,2,7
befürchten,BEFÜRCHTEN,fear ,fear ,18,7.17,2.46,4,13,0,3.78,1.31,2,7
Begabung,BEGABUNG,talent,talent,14,7.79,2.67,5,16,0,4.00,1.11,3,7
begegnen,BEGEGNEN,encounter,encounter,14,7.50,2.50,4,11,0,3.93,1.33,2,6
Begegnung,BEGEGNUNG,meeting,meeting,17,7.29,3.10,4,14,0,3.82,1.51,2,7
begeistern,BEGEISTERN,fill with enthusiasm,fill with enthusiasm,19,6.74,2.73,3,12,0,3.58,1.26,2,6
Beginn,BEGINN,beginning,beginning,10,4.40,0.97,3,6,0,2.50,0.53,2,3
begleiten,BEGLEITEN,accompany,accompany,15,5.47,2.33,3,10,0,3.00,1.07,2,5
begreifen,BEGREIFEN,understand,understand,24,7.00,1.93,4,11,0,3.79,1.02,2,6
begründen,BEGRÜNDEN,give reasons for,give reasons for,27,8.00,2.79,3,12,0,4.19,1.33,2,6
begrüßen,BEGRÜßEN,welcome,welcome,25,5.16,2.06,2,10,0,2.80,1.04,1,5
behandeln,BEHANDELN,treat,treat,16,5.75,2.18,4,13,0,3.00,1.21,2,7
Behandlung,BEHANDLUNG,treatment,treatment,27,7.46,2.32,3,12,0,3.93,1.07,2,6
behaupten,BEHAUPTEN,claim,claim,14,7.07,2.09,4,12,0,3.71,1.07,2,6
Behörde,BEHÖRDE,local authorities,local authorities,22,10.14,2.53,7,15,0,5.18,1.18,4,7
behutsam,BEHUTSAM,careful,careful,16,7.06,2.54,3,12,0,3.88,1.20,2,6
Beifall,BEIFALL,clapping,clapping,16,6.31,2.18,4,12,0,3.31,1.14,2,6
Bein,BEIN,leg,leg,14,2.71,1.44,1,7,0,1.71,0.83,1,4
beinah,BEINAH,nearly,nearly,19,5.68,2.06,3,12,0,3.11,0.94,2,6
Beispiel,BEISPIEL,example,example,15,5.40,1.92,3,10,0,2.87,0.92,2,5
beitragen,BEITRAGEN,contribute,contribute,18,7.67,2.06,5,12,0,3.89,0.96,3,6
bekennen,BEKENNEN,confess,confess,18,10.00,3.27,5,18,0,5.00,1.24,3,7
bekommen,BEKOMMEN,get,get,14,3.79,1.89,2,9,0,2.14,1.03,1,5
Belastung,BELASTUNG,strain,strain,26,8.62,2.08,5,12,0,4.50,1.03,3,6
Beleg,BELEG,receipt,receipt,18,8.44,3.55,5,16,0,4.28,1.60,3,7
belegen,BELEGEN,spread,spread,23,8.74,3.49,2,15,0,4.52,1.73,1,7
beliebt,BELIEBT,popular,popular,24,6.46,2.08,4,12,0,3.50,1.02,2,6
belohnen,BELOHNEN,reward,reward,23,4.96,1.72,2,9,0,2.70,0.93,1,5
beneiden,BENEIDEN,envy,envy,23,6.48,1.68,3,10,0,3.39,0.89,2,5
Bengel,BENGEL,rascal,rascal,24,5.54,2.32,2,11,0,3.04,1.27,1,6
benötigen,BENÖTIGEN,require,require,15,6.47,2.47,2,10,0,3.40,1.18,1,5
Benzin,BENZIN,petrol,petrol,24,5.75,2.23,3,13,0,3.21,1.10,2,7
bequem,BEQUEM,convenient,convenient,20,6.05,2.78,3,12,0,3.30,1.30,2,6
beraten,BERATEN,advise,advise,24,7.92,1.86,5,12,0,4.21,0.88,3,6
Beratung,BERATUNG,consultation,consultation,17,9.88,2.71,4,15,0,5.06,1.34,2,7
Bereich,BEREICH,area,area,19,7.53,3.96,3,17,0,3.79,1.65,2,7
bereiten,BEREITEN,prepare,prepare,27,7.72,2.88,2,12,0,4.07,1.44,1,6
bereuen,BEREUEN,regret,regret,25,8.48,2.92,3,14,0,4.44,1.39,2,7
Bericht,BERICHT,report,report,27,8.56,2.89,3,16,0,4.41,1.28,2,7
berichten,BERICHTEN,report,report,17,6.88,2.76,3,14,0,3.65,1.27,2,7
Beruf,BERUF,profession,profession,25,6.16,2.78,2,14,0,3.28,1.37,1,7
berühren,BERÜHREN,touch,touch,16,4.19,1.42,2,7,0,2.31,0.79,1,4
Besen,BESEN,broom,broom,19,3.84,1.38,2,8,0,2.11,0.74,1,4
besetzen,BESETZEN,occupy,occupy,18,7.28,2.35,3,14,0,3.83,1.10,2,7
besorgt,BESORGT,worried,worried,27,6.59,2.31,2,12,0,3.44,1.15,1,6
besser,BESSER,better,better,20,4.05,1.93,1,10,0,2.20,0.89,1,5
Besserung,BESSERUNG,improvement,improvement,10,6.50,1.96,3,9,0,3.50,0.97,2,5
Besserwisser,BESSERWISSER,know-all,know-all,20,6.55,2.04,2,10,0,3.40,1.05,1,5
bestätigen,BESTÄTIGEN,confirm,confirm,23,7.91,3.01,3,15,0,4.09,1.47,2,7
Besteck,BESTECK,cutlery,cutlery,19,4.11,1.41,2,7,0,2.37,0.83,1,4
bestehen,BESTEHEN,pass,pass,25,7.08,2.00,4,11,0,3.80,1.08,2,6
bestellen,BESTELLEN,order,order,20,5.60,2.01,3,9,0,3.10,1.07,2,5
bestimmen,BESTIMMEN,decide,decide,19,5.89,2.45,3,12,0,3.16,1.12,2,6
Bestimmung,BESTIMMUNG,regulation,regulation,25,8.72,3.08,3,16,0,4.48,1.48,2,7
bestreiten,BESTREITEN,dispute,dispute,14,10.57,3.03,6,16,0,5.43,1.34,3,7
Besuch,BESUCH,visit,visit,24,3.83,1.63,2,7,0,2.21,0.93,1,4
besuchen,BESUCHEN,visit,visit,27,4.00,1.62,2,8,0,2.15,0.86,1,4
beteiligen,BETEILIGEN,give a share,give a share,16,6.19,2.26,2,10,0,3.25,1.06,1,5
Beton,BETON,concrete,concrete,17,5.35,1.90,3,8,0,2.82,0.88,2,4
betonen,BETONEN,emphasize,emphasize,10,7.60,2.63,4,13,0,4.00,1.41,2,7
Betonklotz,BETONKLOTZ,concrete block,concrete block,23,7.26,2.38,3,12,0,3.83,1.07,2,6
betrachten,BETRACHTEN,contemplate,contemplate,14,7.21,3.17,3,15,0,3.79,1.42,2,7
Betrag,BETRAG,value,value,19,6.84,2.14,4,13,0,3.63,1.21,2,7
betragen,BETRAGEN,amount to,amount to,26,7.27,1.99,3,12,0,3.88,0.99,2,6
betreffen,BETREFFEN,affect,affect,26,8.54,3.29,3,15,0,4.38,1.58,2,7
Betrieb,BETRIEB,business,business,23,8.91,3.30,3,15,0,4.57,1.53,2,7
Bett,BETT,bed,bed,20,2.15,0.99,1,4,0,1.25,0.44,1,2
Bettchen,BETTCHEN,little bed,little bed,27,3.19,1.66,1,8,0,1.85,0.86,1,4
betteln,BETTELN,beg ,beg ,24,5.13,1.92,2,10,0,2.71,1.00,1,5
Bettler,BETTLER,beggar,beggar,16,5.13,2.13,2,10,0,2.81,0.98,1,5
Beule,BEULE,bump,bump,14,4.21,1.25,2,6,0,2.29,0.61,1,3
Beutel,BEUTEL,sac,sac,10,5.10,2.13,2,10,0,2.80,1.14,1,5
bewahren,BEWAHREN,conserve,conserve,26,9.12,3.77,2,16,0,4.65,1.67,1,7
bewähren,BEWÄHREN,prove oneself,prove oneself,19,9.47,2.48,4,15,0,4.79,1.18,2,7
bewegen,BEWEGEN,move,move,14,4.36,2.13,2,10,0,2.50,1.02,1,5
Bewegung,BEWEGUNG,movement,movement,14,4.71,1.86,1,8,0,2.64,0.93,1,4
Beweis,BEWEIS,proof,proof,14,6.93,2.02,3,10,0,3.64,0.93,2,5
beweisen,BEWEISEN,prove,prove,17,7.35,2.83,3,14,0,3.88,1.36,2,7
bezahlen,BEZAHLEN,pay,pay,16,4.88,1.75,2,9,0,2.75,1.06,1,5
bezeichnen,BEZEICHNEN,denote,denote,23,6.83,1.85,3,10,0,3.65,0.93,2,5
Beziehung,BEZIEHUNG,relationship,relationship,25,9.80,3.15,3,16,0,5.04,1.40,2,7
Bezug,BEZUG,cover,cover,23,8.65,3.96,2,18,0,4.35,1.72,1,7
Biber,BIBER,beaver,beaver,25,5.12,1.94,1,8,0,2.84,0.94,1,4
Biene,BIENE,bee,bee,19,3.00,1.05,2,6,0,1.79,0.63,1,3
Bier,BIER,beer,beer,24,6.13,2.21,3,11,0,3.33,1.17,2,6
Biest,BIEST,beast,beast,16,6.38,2.45,2,13,0,3.44,1.31,1,7
bieten,BIETEN,offer,offer,27,7.11,2.47,3,12,0,3.85,1.20,2,6
Bikini,BIKINI,bikini,bikini,27,7.33,3.28,3,14,0,3.81,1.55,2,7
Bilanz,BILANZ,balance sheet,balance sheet,19,12.37,3.48,3,20,0,6.00,1.29,2,7
Bild,BILD,picture,picture,27,3.26,1.38,1,6,0,1.85,0.72,1,3
bilden,BILDEN,form,form,23,7.43,2.89,2,12,0,3.87,1.46,1,6
bildhübsch,BILDHÜBSCH,ravishing,ravishing,18,7.06,2.75,4,13,0,3.67,1.41,2,7
bildlich,BILDLICH,figurative,figurative,25,9.24,3.35,2,16,0,4.72,1.49,1,7
Bildnis,BILDNIS,portrait,portrait,24,8.96,2.24,5,14,0,4.67,1.05,3,7
Bildschirm,BILDSCHIRM,screen,screen,23,7.22,2.43,3,14,0,3.78,1.20,2,7
Bildung,BILDUNG,education,education,25,8.64,2.20,3,13,0,4.52,1.08,2,7
billigen,BILLIGEN,approve,approve,17,10.00,3.39,6,18,1,4.94,1.30,3,7
Biografie,BIOGRAFIE,biography,biography,18,10.56,3.29,5,16,0,5.28,1.32,3,7
Birne,BIRNE,pear,pear,18,3.36,1.37,1,6,0,2.06,0.64,1,3
bis,BIS,until,until,19,4.32,1.20,2,6,0,2.37,0.60,1,3
Bison,BISON,bison,bison,16,7.88,2.06,4,11,0,4.06,1.12,2,6
bitten,BITTEN,plead,plead,19,3.89,1.59,1,8,0,2.21,0.79,1,4
bitter,BITTER,bitter,bitter,26,4.77,1.42,2,9,0,2.58,0.81,1,5
Blamage,BLAMAGE,humiliation,humiliation,17,9.76,3.53,4,15,0,5.06,1.82,2,7
Blase,BLASE,bubble,bubble,24,5.88,3.86,1,20,0,3.13,1.48,1,7
blau,BLAU,blue,blue,17,2.76,0.90,1,4,0,1.71,0.47,1,2
Blei,BLEI,lead,lead,20,8.35,3.77,3,20,0,4.25,1.41,2,7
bleiben,BLEIBEN,remain,remain,24,3.96,1.68,2,9,0,2.25,0.94,1,5
Bleiche,BLEICHE,pallor,pallor,16,10.44,3.67,4,16,2,5.19,1.56,2,7
Blick,BLICK,glance,glance,16,4.94,1.88,2,9,0,2.69,0.95,1,5
blind,BLIND,blind,blind,25,5.48,1.81,3,10,0,3.00,0.87,2,5
Blindekuh,BLINDEKUH,blind man's buff,blind man's buff,26,4.85,2.19,2,12,1,2.62,1.10,1,6
blindlings,BLINDLINGS,blindly,blindly,17,8.82,2.96,5,16,0,4.59,1.33,3,7
Blitz,BLITZ,lightening,lightening,17,3.47,1.01,2,5,0,2.00,0.61,1,3
Block,BLOCK,block,block,17,5.41,2.24,3,9,0,3.00,1.12,2,5
Blockade,BLOCKADE,blockade,blockade,14,11.50,2.44,7,16,0,5.79,0.97,4,7
Blockhütte,BLOCKHÜTTE,log cabin,log cabin,24,8.21,3.19,4,15,0,4.21,1.53,2,7
Blog,BLOG,blog,blog,12,15.83,3.56,12,22,0,6.67,0.49,6,7
blond,BLOND,blond,blond,22,4.55,1.47,3,8,0,2.55,0.74,2,4
Blondine,BLONDINE,blonde,blonde,19,8.16,3.10,4,14,1,4.21,1.58,2,7
Blume,BLUME,flower,flower,14,2.93,0.92,2,5,0,1.71,0.61,1,3
Bluse,BLUSE,blouse,blouse,19,4.55,2.77,2,14,0,2.47,1.39,1,7
Blüte,BLÜTE,blossom,blossom,10,4.70,2.11,2,10,0,2.60,1.07,1,5
Boden,BODEN,floor,floor,24,3.17,1.37,1,6,0,1.92,0.78,1,3
Bodyguard,BODYGUARD,bodyguard,bodyguard,27,10.07,3.30,4,18,0,5.15,1.46,2,7
Bogen,BOGEN,bow,bow,17,5.41,2.29,2,12,0,3.00,1.12,1,6
Bohne,BOHNE,bean,bean,17,4.18,2.04,1,10,0,2.41,0.94,1,5
Bohrer,BOHRER,drill,drill,22,5.23,1.66,2,8,0,2.86,0.94,1,4
Bohrinsel,BOHRINSEL,drilling rig,drilling rig,25,9.44,3.24,4,15,0,4.84,1.60,2,7
Bonbon,BONBON,bonbon,bonbon,17,3.18,1.13,1,5,0,1.82,0.53,1,3
Boot,BOOT,boat,boat,24,3.67,1.27,1,7,0,2.17,0.70,1,4
Börse,BÖRSE,stock market,stock market,25,11.72,3.22,5,18,0,5.80,1.29,3,7
Botschaft,BOTSCHAFT,embassy,embassy,24,7.83,2.60,4,15,0,4.21,1.22,2,7
Boulevard,BOULEVARD,boulevard,boulevard,26,11.65,2.24,7,16,0,5.88,0.99,4,7
Box,BOX,loudspeaker,loudspeaker,24,6.92,3.46,2,14,0,3.71,1.60,1,7
Boxer,BOXER,boxer,boxer,27,6.33,2.25,3,12,0,3.44,1.05,2,6
Boxkampf,BOXKAMPF,boxing match,boxing match,22,7.09,2.14,4,11,0,3.77,1.15,2,6
Brand,BRAND,blaze,blaze,27,5.96,2.12,2,10,0,3.15,1.03,1,5
Brandung,BRANDUNG,surf,surf,26,9.42,3.09,3,16,0,4.88,1.24,2,7
Brandzeichen,BRANDZEICHEN,brand,brand,27,10.74,3.86,4,20,0,5.30,1.56,2,7
brauchen,BRAUCHEN,need,need,24,4.50,1.56,2,8,0,2.54,0.72,1,4
Brause,BRAUSE,fizzy drink,fizzy drink,10,5.90,2.42,3,11,0,3.20,1.23,2,6
Braut,BRAUT,bride,bride,19,6.16,2.97,2,12,0,3.26,1.48,1,6
brav,BRAV,well-behaved,well-behaved,27,3.96,2.50,1,14,0,2.26,1.23,1,7
Bravo,BRAVO,bravo,bravo,10,5.90,2.64,3,10,0,3.10,1.20,2,5
Bravour,BRAVOUR,brilliance,brilliance,26,12.00,3.58,6,20,0,5.73,1.25,3,7
brechen,BRECHEN,break,break,14,4.64,1.65,1,7,0,2.64,0.84,1,4
Brei,BREI,mash,mash,14,2.50,0.94,1,4,0,1.50,0.52,1,2
Breite,BREITE,width,width,14,5.79,1.48,3,9,0,3.07,0.83,2,5
Breitseite,BREITSEITE,broadside,broadside,27,10.63,3.40,3,16,0,5.41,1.47,2,7
brennen,BRENNEN,burn,burn,18,3.42,1.57,1.5,8,0,1.89,0.83,1,4
Brezel,BREZEL,pretzel,pretzel,16,5.63,3.14,2,15,0,2.94,1.48,1,7
Brief,BRIEF,letter,letter,19,4.37,1.21,3,6,0,2.53,0.51,2,3
brillanten,BRILLANTEN,brilliant,brilliant,15,8.60,2.26,5,12,1,4.47,1.06,3,6
Brille,BRILLE,glasses,glasses,25,3.60,1.08,2,6,0,2.04,0.54,1,3
Brokkoli,BROKKOLI,broccoli,broccoli,22,6.91,4.60,2,20,0,3.41,1.76,1,7
Bronze,BRONZE,bronze,bronze,14,8.64,2.68,4,12,0,4.43,1.40,2,6
Brot,BROT,bread,bread,23,2.83,1.07,1,5,0,1.70,0.56,1,3
Brücke,BRÜCKE,bridge,bridge,19,3.84,1.74,1,8,0,2.21,0.85,1,4
Bruder,BRUDER,brother,brother,27,2.93,1.21,1,6,0,1.63,0.69,1,3
Brunnen,BRUNNEN,fountain,fountain,24,4.33,1.55,3,8,0,2.46,0.66,2,4
Buch,BUCH,book,book,24,3.00,1.14,1,5,0,1.79,0.59,1,3
Buche,BUCHE,beech,beech,18,5.31,2.81,2,10.5,1,2.83,1.29,1,5
buchen,BUCHEN,book,book,25,8.12,2.85,3,15,0,4.24,1.30,2,7
Buchladen,BUCHLADEN,book store,book store,14,4.93,1.59,1,7,0,2.64,0.74,1,4
Bucht,BUCHT,bay,bay,15,8.07,3.95,3,18,0,4.13,1.64,2,7
Buffet,BUFFET,buffet,buffet,19,8.42,3.92,3,16,0,4.32,1.60,2,7
Bühne,BÜHNE,stage,stage,19,5.84,3.08,2,15,0,3.16,1.42,1,7
Bumerang,BUMERANG,boomerang,boomerang,22,7.32,1.96,5,11,0,3.91,0.97,3,6
Bündnis,BÜNDNIS,alliance,alliance,24,10.13,2.27,6,16,0,5.17,1.01,3,7
Bungalow,BUNGALOW,bungalow,bungalow,25,8.36,3.77,3,20,0,4.20,1.55,2,7
bunt,BUNT,colourful,colorful,25,3.44,1.12,1,6,0,2.00,0.58,1,3
Burg,BURG,castle,castle,18,4.00,1.50,2,8,0,2.28,0.75,1,4
Büro,BÜRO,office,office,15,5.07,2.28,1,9,0,2.73,1.16,1,5
Bursche,BURSCHE,lad,lad,19,6.00,3.25,3,15,0,3.21,1.44,2,7
Bürste,BÜRSTE,brush,brush,17,3.24,1.64,0,6,0,1.94,0.66,1,3
Bus,BUS,bus,bus,14,4.00,1.84,2,8,0,2.29,0.91,1,4
Butter,BUTTER,butter,butter,26,3.27,1.19,2,7,0,1.88,0.65,1,4
Cello,CELLO,cello,cello,18,8.67,2.77,3,14,0,4.50,1.38,2,7
Chance,CHANCE,chance,chance,16,6.88,1.67,5,10,0,3.63,0.72,3,5
Chaos,CHAOS,chaos,chaos,14,6.64,2.92,3,12,0,3.50,1.45,2,6
Chaot,CHAOT,be disorganised,be disorganized,14,7.71,3.22,4,14,0,4.00,1.57,2,7
Charakter,CHARAKTER,character,character,25,9.80,2.83,2,16,0,5.04,1.34,1,7
Charme,CHARME,charm,charm,16,9.25,2.70,5,15,0,4.88,1.20,3,7
Charta,CHARTA,charter,charter,16,14.38,4.43,9,25,4,6.50,0.73,5,7
Chat,CHAT,chat,chat,11,13.36,3.26,8,20,0,6.36,1.03,4,7
Chatroom,CHATROOM,chatroom,chatroom,17,12.41,3.20,5,20,0,6.06,1.14,3,7
Chauffeur,CHAUFFEUR,chauffeur,chauffeur,19,8.00,3.00,4,14,0,4.26,1.56,2,7
Checkpoint,CHECKPOINT,checkpoint,checkpoint,17,11.71,3.77,7,22,0,5.76,1.20,4,7
Cheerleader,CHEERLEADER,cheerleader,cheerleader,19,10.58,4.05,5,18,0,5.11,1.41,3,7
Chef,CHEF,boss,boss,24,6.83,3.42,3,20,0,3.50,1.22,2,7
Chefarzt,CHEFARZT,head doctor,head doctor,24,9.33,2.94,3,15,0,4.83,1.34,2,7
Chefärztin,CHEFÄRZTIN,female head doctor,female head doctor,17,8.76,4.01,3,16,0,4.53,1.70,2,7
Chefetage,CHEFETAGE,management floor,management floor,19,11.42,3.15,6,18,0,5.58,1.12,3,7
Chemie,CHEMIE,chemistry,chemistry,17,9.76,2.54,4,13,0,5.12,1.27,2,7
Chemiker,CHEMIKER,chemist,chemist,24,10.29,3.67,5,22,0,5.13,1.33,3,7
Chiffre,CHIFFRE,box number,box number,20,13.30,3.51,8,20,0,6.15,1.04,4,7
Chirurg,CHIRURG,surgeon,surgeon,23,9.17,2.67,4,14,0,4.78,1.38,2,7
Chor,CHOR,choir,choir,27,7.19,3.32,2,14,0,3.74,1.68,1,7
Chorprobe,CHORPROBE,choir practice,choir practice,27,7.67,2.42,4,14,0,4.04,1.22,2,7
Chronik,CHRONIK,chronicle,chronicle,19,11.37,2.69,6,15,0,5.79,1.27,3,7
chronologisch,CHRONOLOGISCH,chronological,chronological,10,9.20,2.15,6,12,0,4.80,1.03,3,6
clever,CLEVER,clever,clever,24,7.67,2.79,3,13,0,4.04,1.46,2,7
Clown,CLOWN,clown,clown,16,3.63,1.59,2,7,0,2.06,0.93,1,4
Club,CLUB,club,club,15,8.13,2.39,4,13,0,4.20,1.26,2,7
Cockpit,COCKPIT,cockpit,cockpit,25,7.96,3.22,3,20,0,4.12,1.20,2,7
Comeback,COMEBACK,comeback,comeback,17,12.65,3.20,7,18,0,6.12,1.05,4,7
Computer,COMPUTER,computer,computer,17,9.29,5.18,2,22,0,4.41,1.87,1,7
Concierge,CONCIERGE,concierge,concierge,13,12.31,2.36,8,18,2,6.15,0.99,4,7
Container,CONTAINER,skip,skip,20,6.80,3.27,2,14,0,3.60,1.60,1,7
Copyright,COPYRIGHT,copyright,copyright,19,14.16,4.26,6,25,0,6.37,1.12,3,7
Couch,COUCH,couch,couch,17,5.24,2.88,2,10,0,2.82,1.47,1,5
Countdown,COUNTDOWN,countdown,countdown,23,8.83,2.53,5,15,0,4.65,1.15,3,7
Cowboy,COWBOY,cowboy,cowboy,22,5.05,1.76,3,10,0,2.82,0.80,2,5
Creme,CREME,cream,cream,20,3.70,1.84,1,8,0,2.20,0.95,1,4
Croissant,CROISSANT,croissant,croissant,18,9.11,4.54,4,20,0,4.56,1.82,2,7
Dach,DACH,roof,roof,19,3.63,1.34,1,6,0,2.00,0.58,1,3
Dachs,DACHS,badger,badger,24,6.17,2.20,3,12,0,3.42,1.02,2,6
Dackel,DACKEL,dachshund,dachshund,14,4.71,2.33,2,10,0,2.57,1.09,1,5
Dame,DAME,lady,lady,10,4.40,1.35,3,7,0,2.50,0.71,2,4
Dampfer,DAMPFER,steamer,steamer,24,5.96,2.22,3,12,0,3.17,1.01,2,6
Dank,DANK,thanks,thanks,23,5.04,2.16,1,10,0,2.87,1.01,1,5
danken,DANKEN,thank,thank,20,3.15,1.31,1,6,0,1.75,0.72,1,3
Darlehen,DARLEHEN,loan,loan,18,11.72,3.29,6,20,0,5.83,1.38,3,7
Darm,DARM,intestines,intestines,18,7.33,2.35,2,10,0,3.94,1.16,1,5
darstellen,DARSTELLEN,portray,portray,25,7.36,2.68,3,13,0,3.88,1.27,2,7
Datum,DATUM,date,date,15,5.93,1.62,3,9,0,3.13,0.83,2,5
Dauer,DAUER,duration,duration,16,5.81,1.33,3,8,0,3.13,0.62,2,4
dauern,DAUERN,last,last,16,4.75,1.34,2,7,0,2.50,0.73,1,4
Daumen,DAUMEN,thumb,thumb,20,2.55,1.23,1,5,0,1.55,0.69,1,3
Debatte,DEBATTE,debate,debate,27,11.00,3.11,4,15,0,5.56,1.40,2,7
Debüt,DEBÜT,debut,debut,19,12.16,2.77,6,16,0,6.05,1.18,3,7
Decke,DECKE,blanket,blanket,17,3.12,1.58,1,7,0,1.71,0.85,1,4
Deckel,DECKEL,lid,lid,19,3.37,1.67,1,7,0,1.95,0.85,1,4
defensiv,DEFENSIV,defensive,defensive,16,11.44,2.76,6,16,0,5.81,1.17,3,7
Defizit,DEFIZIT,deficit,deficit,16,10.81,2.43,8,16,0,5.44,1.15,4,7
Dekade,DEKADE,decade,decade,14,12.36,5.21,1,23,0,5.64,1.69,1,7
Dekadenz,DEKADENZ,decadence,decadence,16,13.50,3.06,8,18,0,6.38,1.02,4,7
Dekor,DEKOR,decoration,decoration,16,11.00,3.90,4,18,0,5.38,1.59,2,7
Dekorateur,DEKORATEUR,decorator,decorator,25,9.92,2.34,5,16,0,5.16,1.07,3,7
dekorieren,DEKORIEREN,decorate,decorate,10,7.60,1.90,4,10,0,3.90,0.99,2,5
delikat,DELIKAT,delicate,delicate,24,10.00,2.83,4,15,0,5.08,1.32,2,7
Delikatesse,DELIKATESSE,delicacy,delicacy,18,8.78,3.06,3,14,0,4.56,1.50,2,7
Delikt,DELIKT,offence,offence,24,11.71,3.52,7,24,0,5.67,0.96,4,7
Delle,DELLE,dent,dent,19,6.95,3.12,3,14,0,3.68,1.49,2,7
Depot,DEPOT,depot,depot,13,11.46,3.86,5,17,0,5.46,1.45,3,7
derb,DERB,coarse,coarse,25,9.40,3.50,3,16,0,4.88,1.64,2,7
Designer,DESIGNER,designer,designer,23,10.96,3.62,5,20,0,5.43,1.31,3,7
Dessert,DESSERT,dessert,dessert,10,7.20,2.49,5,12,0,3.90,1.10,3,6
Detail,DETAIL,detail,detail,10,7.70,1.42,6,11,0,4.20,0.79,3,6
Dezember,DEZEMBER,December,December,10,4.90,1.29,3,7,0,2.80,0.63,2,4
Diagnose,DIAGNOSE,diagnosis,diagnosis,24,10.21,3.02,4,15,0,5.21,1.44,2,7
Dialekt,DIALEKT,dialect,dialect,26,8.27,2.72,3,14,0,4.35,1.29,2,7
Diamant,DIAMANT,diamond,diamond,27,7.59,3.23,3,16,0,3.96,1.56,2,7
Dichter,DICHTER,poet,poet,19,6.37,2.31,2,13,0,3.47,1.26,1,7
dick,DICK,thick,thick,15,3.17,1.36,1,5,0,1.80,0.77,1,3
Dickicht,DICKICHT,thicket,thicket,15,8.60,3.07,5,15,0,4.40,1.35,3,7
Dickkopf,DICKKOPF,stubborn fellow,stubborn fellow,18,6.28,2.70,3,12,0,3.39,1.24,2,6
Dieb,DIEB,thief,thief,17,4.41,1.70,2,9,0,2.47,0.94,1,5
Diele,DIELE,hallway,hallway,22,7.23,3.13,2,15,1,3.82,1.50,1,7
dienen,DIENEN,serve,serve,21,6.33,1.39,4,9,0,3.38,0.67,2,5
Diener,DIENER,servant,servant,16,5.81,1.68,3,9,0,3.13,0.96,2,5
Dienst,DIENST,service,service,531,7.60,2.94,2,19,1,3.96,1.37,1,7
Dienstag,DIENSTAG,Tuesday,Tuesday,19,4.58,1.02,3,6,0,2.63,0.50,2,3
Dienstmädchen,DIENSTMÄDCHEN,maid,maid,19,8.32,3.02,4,14,0,4.32,1.42,2,7
Diesel,DIESEL,diesel,diesel,17,9.24,4.01,3,18,0,4.65,1.54,2,7
Dilemma,DILEMMA,dilemma,dilemma,23,11.43,3.41,6,18,0,5.57,1.24,3,7
Ding,DING,thing,thing,24,3.46,1.84,1,8,0,1.92,0.93,1,4
Diplom,DIPLOM,diploma,diploma,23,11.61,2.95,4,16,0,5.78,1.28,2,7
Diplomat,DIPLOMAT,diplomat,diplomat,23,11.39,2.50,6,16,0,5.74,1.14,3,7
Disko,DISKO,disco,disco,24,10.00,3.02,5,17,0,5.17,1.24,3,7
Diskus,DISKUS,discus,discus,18,9.39,2.59,5,15,0,4.78,1.17,3,7
Diskussion,DISKUSSION,discussion,discussion,17,10.00,3.37,3,16,0,5.00,1.50,2,7
Disziplin,DISZIPLIN,discipline,discipline,18,8.67,2.89,5,15,0,4.56,1.25,3,7
Dock,DOCK,dock,dock,19,9.21,3.26,4,18,0,4.63,1.34,2,7
Dogge,DOGGE,mastiff,mastiff,19,6.47,2.78,2,13,0,3.53,1.50,1,7
Doktor,DOKTOR,doctor,doctor,18,4.11,1.75,1,7,0,2.39,0.92,1,4
Dokument,DOKUMENT,document,document,17,9.47,2.96,5,15,0,4.82,1.29,3,7
dokumentieren,DOKUMENTIEREN,document,document,19,10.26,3.28,4,18,0,5.21,1.36,2,7
Dolch,DOLCH,dagger,dagger,17,7.65,3.94,3,16,0,4.00,1.73,2,7
Dominanz,DOMINANZ,dominance,dominance,13,11.69,2.90,6,16,0,5.77,1.30,3,7
Donner,DONNER,thunder,thunder,24,3.96,1.23,2,7,0,2.21,0.66,1,4
Donnerstag,DONNERSTAG,Thursday,Thursday,18,4.33,1.19,2,7,0,2.44,0.70,1,4
